    3.906250E-03    3.906250E-03    1.009175E+00
    1.171875E-02    3.906250E-03    1.009126E+00
    1.953125E-02    3.906250E-03    1.009014E+00
    2.734375E-02    3.906250E-03    1.008856E+00
    3.515625E-02    3.906250E-03    1.008721E+00
    4.296875E-02    3.906250E-03    1.008636E+00
    5.078125E-02    3.906250E-03    1.008592E+00
    5.859375E-02    3.906250E-03    1.008573E+00
    6.640625E-02    3.906250E-03    1.008565E+00
    7.421875E-02    3.906250E-03    1.008563E+00
    8.203125E-02    3.906250E-03    1.008563E+00
    8.984375E-02    3.906250E-03    1.008563E+00
    9.765625E-02    3.906250E-03    1.008563E+00
    1.054688E-01    3.906250E-03    1.008564E+00
    1.132812E-01    3.906250E-03    1.008564E+00
    1.210938E-01    3.906250E-03    1.008565E+00
    1.289062E-01    3.906250E-03    1.008565E+00
    1.367188E-01    3.906250E-03    1.008566E+00
    1.445312E-01    3.906250E-03    1.008567E+00
    1.523438E-01    3.906250E-03    1.008567E+00
    1.601562E-01    3.906250E-03    1.008568E+00
    1.679688E-01    3.906250E-03    1.008569E+00
    1.757812E-01    3.906250E-03    1.008570E+00
    1.835938E-01    3.906250E-03    1.008571E+00
    1.914062E-01    3.906250E-03    1.008572E+00
    1.992188E-01    3.906250E-03    1.008573E+00
    2.070312E-01    3.906250E-03    1.008574E+00
    2.148438E-01    3.906250E-03    1.008575E+00
    2.226562E-01    3.906250E-03    1.008576E+00
    2.304688E-01    3.906250E-03    1.008577E+00
    2.382812E-01    3.906250E-03    1.008578E+00
    2.460938E-01    3.906250E-03    1.008580E+00
    2.539062E-01    3.906250E-03    1.008581E+00
    2.617188E-01    3.906250E-03    1.008582E+00
    2.695312E-01    3.906250E-03    1.008583E+00
    2.773438E-01    3.906250E-03    1.008585E+00
    2.851562E-01    3.906250E-03    1.008586E+00
    2.929688E-01    3.906250E-03    1.008587E+00
    3.007812E-01    3.906250E-03    1.008588E+00
    3.085938E-01    3.906250E-03    1.008590E+00
    3.164062E-01    3.906250E-03    1.008591E+00
    3.242188E-01    3.906250E-03    1.008592E+00
    3.320312E-01    3.906250E-03    1.008594E+00
    3.398438E-01    3.906250E-03    1.008595E+00
    3.476562E-01    3.906250E-03    1.008596E+00
    3.554688E-01    3.906250E-03    1.008598E+00
    3.632812E-01    3.906250E-03    1.008599E+00
    3.710938E-01    3.906250E-03    1.008600E+00
    3.789062E-01    3.906250E-03    1.008601E+00
    3.867188E-01    3.906250E-03    1.008603E+00
    3.945312E-01    3.906250E-03    1.008604E+00
    4.023438E-01    3.906250E-03    1.008605E+00
    4.101562E-01    3.906250E-03    1.008606E+00
    4.179688E-01    3.906250E-03    1.008608E+00
