    3.906250E-03    3.906250E-03   -9.797466E-03   -9.483557E-03
    1.171875E-02    3.906250E-03   -1.754097E-02   -1.194163E-02
    1.953125E-02    3.906250E-03   -1.383348E-02   -1.154616E-02
    2.734375E-02    3.906250E-03   -1.116184E-02   -1.091373E-02
    3.515625E-02    3.906250E-03   -9.578002E-03   -1.046340E-02
    4.296875E-02    3.906250E-03   -8.717404E-03   -1.019416E-02
    5.078125E-02    3.906250E-03   -8.280770E-03   -1.004239E-02
    5.859375E-02    3.906250E-03   -8.085045E-03   -9.955823E-03
    6.640625E-02    3.906250E-03   -8.030514E-03   -9.903544E-03
    7.421875E-02    3.906250E-03   -8.063903E-03   -9.870104E-03
    8.203125E-02    3.906250E-03   -8.154739E-03   -9.848207E-03
    8.984375E-02    3.906250E-03   -8.283622E-03   -9.834108E-03
    9.765625E-02    3.906250E-03   -8.437205E-03   -9.825525E-03
    1.054688E-01    3.906250E-03   -8.605996E-03   -9.820901E-03
    1.132812E-01    3.906250E-03   -8.783164E-03   -9.819151E-03
    1.210938E-01    3.906250E-03   -8.963711E-03   -9.819534E-03
    1.289062E-01    3.906250E-03   -9.143885E-03   -9.821558E-03
    1.367188E-01    3.906250E-03   -9.320764E-03   -9.824891E-03
    1.445312E-01    3.906250E-03   -9.491993E-03   -9.829308E-03
    1.523438E-01    3.906250E-03   -9.655608E-03   -9.834649E-03
    1.601562E-01    3.906250E-03   -9.809926E-03   -9.840796E-03
    1.679688E-01    3.906250E-03   -9.953478E-03   -9.847660E-03
    1.757812E-01    3.906250E-03   -1.008496E-02   -9.855168E-03
    1.835938E-01    3.906250E-03   -1.020320E-02   -9.863262E-03
    1.914062E-01    3.906250E-03   -1.030713E-02   -9.871891E-03
    1.992188E-01    3.906250E-03   -1.039579E-02   -9.881012E-03
    2.070312E-01    3.906250E-03   -1.046829E-02   -9.890583E-03
    2.148438E-01    3.906250E-03   -1.052382E-02   -9.900568E-03
    2.226562E-01    3.906250E-03   -1.056165E-02   -9.910930E-03
    2.304688E-01    3.906250E-03   -1.058110E-02   -9.921634E-03
    2.382812E-01    3.906250E-03   -1.058157E-02   -9.932645E-03
    2.460938E-01    3.906250E-03   -1.056251E-02   -9.943929E-03
    2.539062E-01    3.906250E-03   -1.052345E-02   -9.955450E-03
    2.617188E-01    3.906250E-03   -1.046397E-02   -9.967173E-03
    2.695312E-01    3.906250E-03   -1.038372E-02   -9.979062E-03
    2.773438E-01    3.906250E-03   -1.028242E-02   -9.991079E-03
    2.851562E-01    3.906250E-03   -1.015984E-02   -1.000319E-02
    2.929688E-01    3.906250E-03   -1.001582E-02   -1.001535E-02
    3.007812E-01    3.906250E-03   -9.850302E-03   -1.002752E-02
    3.085938E-01    3.906250E-03   -9.663251E-03   -1.003966E-02
    3.164062E-01    3.906250E-03   -9.454731E-03   -1.005174E-02
    3.242188E-01    3.906250E-03   -9.224869E-03   -1.006370E-02
    3.320312E-01    3.906250E-03   -8.973866E-03   -1.007552E-02
    3.398438E-01    3.906250E-03   -8.701998E-03   -1.008714E-02
    3.476562E-01    3.906250E-03   -8.409611E-03   -1.009853E-02
    3.554688E-01    3.906250E-03   -8.097128E-03   -1.010964E-02
    3.632812E-01    3.906250E-03   -7.765043E-03   -1.012043E-02
    3.710938E-01    3.906250E-03   -7.413926E-03   -1.013086E-02
    3.789062E-01    3.906250E-03   -7.044416E-03   -1.014089E-02
    3.867188E-01    3.906250E-03   -6.657223E-03   -1.015048E-02
    3.945312E-01    3.906250E-03   -6.253128E-03   -1.015959E-02
    4.023438E-01    3.906250E-03   -5.832978E-03   -1.016819E-02
    4.101562E-01    3.906250E-03   -5.397682E-03   -1.017623E-02
    4.179688E-01    3.906250E-03   -4.948215E-03   -1.018370E-02
    4.257812E-01    3.906250E-03   -4.485607E-03   -1.019054E-02
    4.335938E-01    3.906250E-03   -4.010944E-03   -1.019674E-02
    4.414062E-01    3.906250E-03   -3.525364E-03   -1.020227E-02
    4.492188E-01    3.906250E-03   -3.030048E-03   -1.020710E-02
    4.570312E-01    3.906250E-03   -2.526222E-03   -1.021121E-02
    4.648438E-01    3.906250E-03   -2.015149E-03   -1.021458E-02
    4.726562E-01    3.906250E-03   -1.498120E-03   -1.021720E-02
    4.804688E-01    3.906250E-03   -9.764558E-04   -1.021904E-02
    4.882812E-01    3.906250E-03   -4.514965E-04   -1.022011E-02
    4.960938E-01    3.906250E-03    7.540312E-05   -1.022040E-02
    5.039062E-01    3.906250E-03    6.028794E-04   -1.021990E-02
    5.117188E-01    3.906250E-03    1.129566E-03   -1.021861E-02
    5.195312E-01    3.906250E-03    1.654099E-03   -1.021654E-02
    5.273438E-01    3.906250E-03    2.175124E-03   -1.021369E-02
    5.351562E-01    3.906250E-03    2.691302E-03   -1.021007E-02
    5.429688E-01    3.906250E-03    3.201313E-03   -1.020570E-02
    5.507812E-01    3.906250E-03    3.703867E-03   -1.020059E-02
    5.585938E-01    3.906250E-03    4.197702E-03   -1.019476E-02
    5.664062E-01    3.906250E-03    4.681595E-03   -1.018824E-02
    5.742188E-01    3.906250E-03    5.154364E-03   -1.018105E-02
    5.820312E-01    3.906250E-03    5.614875E-03   -1.017321E-02
    5.898438E-01    3.906250E-03    6.062045E-03   -1.016476E-02
    5.976562E-01    3.906250E-03    6.494844E-03   -1.015573E-02
    6.054688E-01    3.906250E-03    6.912303E-03   -1.014615E-02
    6.132812E-01    3.906250E-03    7.313514E-03   -1.013606E-02
    6.210938E-01    3.906250E-03    7.697634E-03   -1.012550E-02
    6.289062E-01    3.906250E-03    8.063887E-03   -1.011450E-02
    6.367188E-01    3.906250E-03    8.411567E-03   -1.010311E-02
    6.445312E-01    3.906250E-03    8.740037E-03   -1.009137E-02
    6.523438E-01    3.906250E-03    9.048735E-03   -1.007931E-02
    6.601562E-01    3.906250E-03    9.337171E-03   -1.006698E-02
    6.679688E-01    3.906250E-03    9.604930E-03   -1.005442E-02
    6.757812E-01    3.906250E-03    9.851669E-03   -1.004168E-02
    6.835938E-01    3.906250E-03    1.007712E-02   -1.002880E-02
    6.914062E-01    3.906250E-03    1.028109E-02   -1.001582E-02
    6.992188E-01    3.906250E-03    1.046346E-02   -1.000277E-02
    7.070312E-01    3.906250E-03    1.062417E-02   -9.989712E-03
    7.148438E-01    3.906250E-03    1.076326E-02   -9.976674E-03
    7.226562E-01    3.906250E-03    1.088081E-02   -9.963699E-03
    7.304688E-01    3.906250E-03    1.097699E-02   -9.950825E-03
    7.382812E-01    3.906250E-03    1.105202E-02   -9.938089E-03
    7.460938E-01    3.906250E-03    1.110619E-02   -9.925529E-03
    7.539062E-01    3.906250E-03    1.113988E-02   -9.913181E-03
    7.617188E-01    3.906250E-03    1.115350E-02   -9.901080E-03
    7.695312E-01    3.906250E-03    1.114753E-02   -9.889259E-03
    7.773438E-01    3.906250E-03    1.112254E-02   -9.877754E-03
    7.851562E-01    3.906250E-03    1.107914E-02   -9.866596E-03
    7.929688E-01    3.906250E-03    1.101800E-02   -9.855821E-03
    8.007812E-01    3.906250E-03    1.093987E-02   -9.845462E-03
    8.085938E-01    3.906250E-03    1.084556E-02   -9.835556E-03
