    3.906250E-03    3.906250E-03   -1.245057E-02   -1.104230E-02
    1.171875E-02    3.906250E-03   -2.265216E-02   -1.393215E-02
    1.953125E-02    3.906250E-03   -1.852142E-02   -1.356824E-02
    2.734375E-02    3.906250E-03   -1.542713E-02   -1.289999E-02
    3.515625E-02    3.906250E-03   -1.349546E-02   -1.240650E-02
    4.296875E-02    3.906250E-03   -1.235903E-02   -1.210403E-02
    5.078125E-02    3.906250E-03   -1.169641E-02   -1.193115E-02
    5.859375E-02    3.906250E-03   -1.130347E-02   -1.183240E-02
    6.640625E-02    3.906250E-03   -1.106614E-02   -1.177332E-02
    7.421875E-02    3.906250E-03   -1.092309E-02   -1.173576E-02
    8.203125E-02    3.906250E-03   -1.084024E-02   -1.171067E-02
    8.984375E-02    3.906250E-03   -1.079727E-02   -1.169338E-02
    9.765625E-02    3.906250E-03   -1.078119E-02   -1.168128E-02
    1.054688E-01    3.906250E-03   -1.078316E-02   -1.167285E-02
    1.132812E-01    3.906250E-03   -1.079685E-02   -1.166710E-02
    1.210938E-01    3.906250E-03   -1.081758E-02   -1.166340E-02
    1.289062E-01    3.906250E-03   -1.084175E-02   -1.166132E-02
    1.367188E-01    3.906250E-03   -1.086653E-02   -1.166055E-02
    1.445312E-01    3.906250E-03   -1.088960E-02   -1.166086E-02
    1.523438E-01    3.906250E-03   -1.090906E-02   -1.166210E-02
    1.601562E-01    3.906250E-03   -1.092331E-02   -1.166413E-02
    1.679688E-01    3.906250E-03   -1.093095E-02   -1.166687E-02
    1.757812E-01    3.906250E-03   -1.093079E-02   -1.167022E-02
    1.835938E-01    3.906250E-03   -1.092178E-02   -1.167414E-02
    1.914062E-01    3.906250E-03   -1.090298E-02   -1.167856E-02
    1.992188E-01    3.906250E-03   -1.087357E-02   -1.168343E-02
    2.070312E-01    3.906250E-03   -1.083279E-02   -1.168872E-02
    2.148438E-01    3.906250E-03   -1.077999E-02   -1.169438E-02
